#node1 node2 weight
america happens 8
america elect 8
elect fool 8
fool office 8
add mean 8
believe mean 8
trump wrote 8
guess wrote 8
guess thanks 8
info thanks 8
north russia 8
china korea 8
china like 8
made mistake 17
equipped well 40
compared equipped 8
compared iraq 8
iraq saddam 8
hussein saddam 8
hussein regime 8
fighting iran 8
iran outside 8
iraqi outside 8
iraqi territory 8
endanger territory 8
endanger life 8
innocent people 48
change really 8
45th change 8
45th 4th 8
4th impeached 8
embrace impeached 8
cant embrace 8
cant erase 8
hurt troop 8
dead terrorist 8
dead iran 8
dare iran 8
dare realize 8
irony irony 8
destroy u 8
destroy say 8
80 u 8
dollar u 8
dead dollar 8
alive dead 8
alive speaking 8
morning tomorrow 9
behind mr 16
hear thank 8
hear yesterday 8
till yesterday 8
got till 8
got home 8
home work 8
chile come 8
chile president 8
designed response 8
appease designed 8
person sic 8
person well 8
die soon 8
nice soon 8
cause nice 8
cause lot 8
fucked incredibly 8
news president 8
wage war 16
enemy war 8
american enemy 8
also american 16
also enemy 8
care yeah 8
care stock 8
account stock 8
bad magician 16
happen someone 8
someone vaporized 8
iran vaporized 8
iraqi trump 8
citizen iraqi 8
citizen want 8
iran respond 16
co iraq 8
dump trump 9
dump still 8
dream still 8
dream people 8
civilian people 8
civilian soldier 8
get soldier 8
keep killed 8
keep talking 8
power talking 8
danger humanity 8
humanity inability 8
control inability 8
childish control 8
childish emotion 8
emotion going 8
cost going 8
destroying forward 8
destroying iran 8
iran iran 9
iran wiped 8
earth wiped 8
hitting plane 8
canadian plane 8
canadian first 8
iranian step 8
father holy 8
father said 8
trump update 8
far good 113
good well 17
glad well 16
feel glad 8
feel good 8
good sure 8
family sure 8
family soldier 8
soldier w 8
exactly going 8
going wake 8
still wake 8
hate pe 8
good lad 8
england lad 8
behind england 8
came comment 8
brainwashed comment 8
brainwashed republican 8
republican sheep 8
say sheep 8
sam say 8
course far 8
never say 16
hurt must 8
hurt speaks 8
better speaks 8
bribe much 8
bribe get 8
get speak 8
hell use 8
last soldier 8
soldier standing 8
believe standing 8
feeling today 8
like marry 8
daughter marry 8
bring daughter 8
ability feared 8
ability lead 8
crisis lead 8
come crisis 8
come true 8
iran weak 16
iran strategy 8
help strategy 8
failing help 8
country ever 8
ever party 8
cutting time 8
receiving well 8
end receiving 16
ballistic end 8
hoping missile 8
hoping list 8
joyfully president 8
joyfully watched 8
took watched 8
oath took 8
oath office 8
meeting perfect 8
call perfect 8
call know 8
democrat shown 8
color shown 8
ar color 8
ar red 8
red white 8
blue white 8
blue siding 8
far oh 8
back mr 24
like said 9
ran said 8
president ran 8
casualty even 8
men one 8
men woman 8
put woman 8
put u 8
try war 8
avoid try 8
avoid impeachment 8
impeachment po 8
copy grab 8
copy new 8
book new 8
book deep 8
daddy well 8
credit go 8
go stupid 8
stupid trump 8
destroyed trump 8
destroyed region 8
peace protect 8
protect seat 8
hope seat 8
ha silent 8
go hell 16
hell robot 8
human robot 8
human usa 8
many moron 8
moron today 8
terrorist today 8
freedom terrorist 32
fighter freedom 8
fighter iran 8
iran islamic 8
listening song 8
justice song 8
justice served 8
battle served 8
hope statement 8
includes statement 8
fellow includes 8
american fellow 9
american decided 8
decided resign 8
pr resign 8
easy say 16
mother say 8
deployed father 8
deployed soldier 8
soldier young 8
wife young 8
clown well 8
extremely talking 8
convenient extremely 8
convenient timing 8
iran timing 8
started worst 8
bring please 8
smile world 8
ever smile 8
end ur 8
life ur 8
far well 56
completely good 16
completely disabled 16
disabled person 16
person position 16
killed thought 8
killed prevent 8
american prevent 8
death know 8
know trump 8
completely trump 9
completely full 8
full shit 8
end mr 8
getting incapable 8
fact getting 8
fact right 8
nothing right 8
ignorant nothing 8
ignorant liar 8
know liar 8
put son 8
daughter front 8
disaster line 8
bone disaster 8
like spur 8
daddy like 8
country leaf 8
land leaf 8
land petrol 8
biggest petrol 8
biggest thief 8
thief world 8
mess really 8
father mess 8
father really 8
really wasted 8
sperm wasted 8
giving sperm 8
birth giving 8
bless thank 26
loving thank 26
hell usa 8
love string 8
cheese string 8
also cheese 8
also furry 8
guess staff 8
meeting staff 8
meeting war 8
room war 8
room saw 8
saw video 8
hundred video 8
hundred thousand 8
ira thousand 8
nice well 8
nice warm 16
bed warm 8
bed best 8
best protected 8
fortress protected 8
fortress world 8
arm stay 8
arm crossed 8
annihilate crossed 8
annihilate go 8
george w 8
bush w 8
bush military 8
military used 8
intercept used 8
intercept missile 8
military missile 8
letting military 8
letting strike 8
strike target 8
bitch bomb 8
lie morning 8
lying morning 16
hater least 8
least part 8
greater part 8
greater nation 8
full nation 8
full hate 8
please respond 8
iranian respond 8
broadcasting iranian 8
broadcasting spreading 8
lie spreading 8
lie propaganda 8
iranian propaganda 8
trump wise 8
fight terrorist 8
nigeria terrorist 8
leadership nigeria 16
fight nigeria 8
measured response 8
response thank 8
iran thank 8
claiming iran 8
80 claiming 8
80 american 16
killed news 8
fake new 8
commend sleeping 8
happened sleeping 8
happened last 8
night point 8
feel point 8
like martyr 8
dangerous general 8
morning waiting 8
clear morning 8
one stepping 8
isi stepping 8
isi israel 8
israel saudi 8
saudi together 8
80 reported 8
reported well 8
back oh 8
back mine 8
get mine 8
get pickaxe 8
pickaxe swinging 8
side swinging 8
best must 8
fact saudi 32
ally region 32
one region 32
call one 32
call world 32
president support 8
100 president 8
100 thank 8
attacked base 24
attacked well 8
bow president 8
american thankful 32
made thankful 32
declaration finding 8
finding mean 8
nothing release 8
disaster release 8
disaster fund 8
fund rico 8
general new 8
new successor 8
kick successor 8
kick u 8
middle troop 32
best love 16
best mr 16
kill use 8
nuke use 8
israel nuke 8
israel u 8
kill mullah 8
iran mullah 8
glimmer trump 8
glimmer nightclub 8
night nightclub 8
club night 8
bait club 8
bait iraq 8
bandage iraq 8
bandage eye 8
best confident 8
best powerful 8
powerful well 32
equipped military 32
military world 8
large prepared 40
chance large 40
chance horrendous 40
knowingly leadership 40
knowingly lead 40
lead u 40
fuck kind 8
kind tweet 8
soldier tweet 8
may soldier 8
dead may 8
dead yet 16
think yet 8
he pure 8
deranged well 8
deranged fantasy 8
fantasy living 8
clue living 8
dis soon 8
ready soon 8
fag ready 8
tell well 8
family tell 8
family victim 8
iraqi victim 8
american iraqi 16
american beyond 8
beyond clueless 8
allow regime 8
destroy regime 8
regime stand 8
family first 8
coward first 8
cia secretly 8
helping secretly 8
helping move 8
missile move 8
libya missile 8
libya turkey 8
gen iran 8
clark gen 8
clark list 8
list part 8
part plan 8
still well 8
impeached want 8
gone impeached 8
great news 8
news next 8
next trump 8
january trump 8
january pm 8
est pm 8
quite smart 8
nothing smart 8
due nothing 8
american due 8
american shabby 8
economic shabby 8
development economic 8
foolish man 8
someone wagging 8
dog wagging 8
crime sure 8
crime deep 8
deep mb 8
mb mb 8
host mb 8
host red 8
red se 8
good thanks 8
second thanks 8
grade second 8
assessment grade 8
american feel 9
sleepy tweet 8
iraqi troop 56
civilian iraqi 56
civilian life 56
endangered life 56
endangered impeached 56
impeached racist 56
racist unhinged 56
degenerate unhinged 56
get want 8
40 get 8
40 virgin 8
mean virgin 8
give mean 8
give long 8
long thomas 8
jefferson thomas 8
decision president 33
america chose 8
america die 8
dictator get 16
get shah 8
iran shah 8
iran revenge 8
fear revenge 8
fear mollah 8
country damage 8
country country 8
country small 8
small still 8
still teen 8
scared teen 8
hillary imagine 8
clinton warning 8
iran warning 8
army course 8
army engineer 8
engineer tunnel 8
digging tunnel 8
digging machine 8
large machine 8
large safe 8
safe warm 8
image portray 8
christ image 8
christ world 16
christ loving 8
forgiven loving 8
forgiven peaceful 8
peaceful start 8
say terrorist 8
much weaponry 8
store weaponry 8
dear store 8
democrat one 24
condemned democrat 32
condemned iranian 24
attacking iranian 24
attacking u 24
soldier u 24
family never 8
able never 8
able hold 8
hold money 8
fire troop 8
blunder fire 8
dog tramp 8
game playing 8
game win 8
election u 8
coming election 8
making soon 8
statement u 8
get people 16
get p 8
iran reason 8
every reason 8
flatten iran 8
he right 8
clown right 8
believe cant 8
believe fire 8
fire stopped 8
stopped thanks 8
interaction thanks 8
interaction legend 8
frightening retaliation 8
frightening word 8
strongest word 8
best strongest 8
guided military 8
best guided 8
gop need 8
need right 8
right usa 8
safety usa 8
safety u 8
iran morning 8
needle trouble 16
barely needle 16
barely moved 16
good moved 16
economy good 16
easily economy 16
easily yanked 16
elect yanked 16
suppressing tampering 8
tampering witness 8
mobster witness 8
mobster tactic 8
absolute well 8
absolute joke 8
joke still 8
cant still 8
hell understand 8
got hell 8
started troop 8
bombed troop 8
bombed say 8
clueless well 8
clueless go 8
back golfing 24
follows world 8
crazy follows 8
crazy guy 8
guy shocked 8
le please 8
le say 8
better say 8
president push 8
back push 8
iran real 8
overdo well 8
best overdo 8
example world 8
example know 8
co know 8
future predict 8
future usa 8
make pay 8
long occupy 17
occupy white 17
house well 17
prevent said 8
prevent reality 8
already reality 8
already knew 8
knew start 8
done start 8
need world 8
bombing peace 8
incompetent man 8
enough reason 8
reason remove 8
clown remove 8
clown presidency 8
clueless maybe 8
maybe start 8
listening start 8
general listening 8
general know 8
iraq sovereignty 8
abyss iraq 8
abyss become 8
become stadium 8
honor stadium 8
honor mr 8
well wont 8
gone well 8
back shoot 8
go right 8
downtown right 8
downtown tehran 8
doubt military 16
doubt probably 8
hate probably 8
interest national 8
given interest 8
given priority 8
compare priority 8
compare interest 8
interest u 8
bot early 8
birthday bot 8
birthday gift 8
former talking 8
actualizing former 8
actualizing irony 8
irony life 8
insane ranting 8
president ranting 8
pathological president 8
liar pathological 8
large liar 8
amp large 8
show war 16
show strongest 8
arm sale 8
arm country 8
country murder 8
murder people 8
forget iran 8
iran leadership 8
leadership literally 8
death literally 8
cult death 8
scientist think 8
dead well 8
follow well 8
launch missile 16
iran launch 32
iran two 8
military two 8
base delusional 8
delusional delusional 8
start well 16
bastard finish 8
made president 8
american made 8
american earthling 8
earthling safe 8
made safe 8
amazing made 8
amazing thing 8
thing u 16
appropriate good 8
appropriate clue 8
mr u 8
iran president 16
failure walking 8
want world 8
iran nuclear 32
nuclear plant 8
like plant 8
cool like 8
cool mr 8
minister president 8
minister tv 8
program tv 8
fucking well 16
crazy fucking 8
know rhetorical 8
question rhetorical 8
question well 8
know trying 8
pull trying 8
long pull 8
amp long 8
amp rest 8
garbage rest 8
already withdraw 8
troop withdraw 8
already east 8
already want 8
base well 8
base bombed 56
action bombed 8
action republican 8
action nothing 8
country guy 8
please whatever 8
involve please 8
involve nigeria 8
nigeria support 8
fight support 8
get guy 8
involved war 8
scared trump 8
hole huge 8
different he 72
brasil man 8
longer well 16
commander longer 8
commander military 8
fool military 8
need statement 8
statement ur 8
tweet ur 8
enough tweet 8
digest enough 8
opportunity save 48
face save 48
face picture 48
hope people 8
people understand 8
understand using 8
using war 8
distract throwing 8
benevolent empathy 8
attitude benevolent 8
attitude seek 8
help seek 8
help le 8
fortunate le 8
fortunate rise 8
political rise 8
back fight 16
politics taking 8
taking thing 8
art thing 8
art lying 8
deceit lying 8
assessment well 16
damage still 8
still taking 8
also people 16
country tore 8
apart country 8
apart good 8
iran normal 8
america play 8
people play 8
make move 8
move politic 8
grasping straw 8
cant incompetent 8
address cant 8
address incident 8
incident tv 8
probably tv 8
he probably 8
clear indication 8
indication time 8
american rule 8
coming world 8
like suggests 8
million suggests 8
million people 8
america endorse 8
endorse warmongering 8
made statement 8
statement war 8
fixed twitter 8
fixed look 8
actual like 8
actual number 8
number showing 8
instead showing 8
nigeria war 8
nigeria please 8
burning please 8
burning flag 8
flag plea 8
almost done 8
done life 8
life period 8
period play 8
future play 8
future world 8
morning yes 8
killed yes 8
child people 8
child yes 8
still yes 8
know still 8
imp know 8
insane way 8
start tweet 24
people strong 24
comment look 8
comment distract 8
time wipe 8
called wipe 8
called terrorist 8
one see 8
iran sabotaged 8
sabotaged ukrainian 8
jet ukrainian 8
jet order 8
create order 8
create sympathy 8
across sympathy 8
dead good 8
american dead 16
care soldier 8
much presidency 8
much trouble 8
endorse trouble 8
crap endorse 8
nut well 8
case nut 8
building talk 8
building photo 8
opened photo 8
amp claim 8
claim usa 8
quit usa 8
quit region 8
final region 8
final result 8
result revenge 8
leave people 8
crazy leave 8
crazy man 8
stop twit 8
run trying 8
ground leader 8
ground h 8
stick word 8
hit word 8
back hit 8
back hard 8
afternoon good 8
afternoon sir 8
god sir 8
almighty grant 8
grant wisdom 8
deal wisdom 8
deal problem 8
also problem 8
also victory 8
let talk 8
fact talk 8
fact iran 8
iran taken 8
revenge taken 8
mean revenge 8
done mean 8
failed u 8
thought u 8
bombing thought 8
bombing hell 8
hell iran 8
base last 8
jr seen 16
jr new 16
little new 16
little toy 16
send toy 16
silent trump 16
really silent 16
bullshit hide 16
big hide 16
big manipulative 16
man manipulative 16
fuck wrong 16
shift wondering 16
blame shift 16
blame conservative 16
conservative horrendous 16
homeless horrendous 16
finance need 16
200 finance 16
200 help 16
opportunity use 16
legacy opportunity 16
known legacy 16
known trump 16
merciful trump 16
jet passenger 16
carrying jet 16
carrying people 16
crashed people 16
crashed minute 16
minute takeoff 16
iran takeoff 16
board killing 16
ill oh 16
equipped lead 16
ethically lead 16
bankrupt ethically 16
concern maybe 16
guy maybe 16
control got 16
control deep 16
cell deep 16
al cell 16
still war 16
america look 32
waiting wake 16
answer waiting 16
cornered desperate 16
cornered impeached 16
impeached rodent 16
rodent word 16
president word 16
sad well 16
little sad 16
little man 16
faked much 16
faked pearl 16
as harbor 16
able going 16
able pronounce 16
12 pronounce 16
12 syllable 16
freaking joke 16
criminal well 16
clear criminal 16
clear present 16
danger present 16
danger usa 16
entire usa 16
resign world 16
cause please 16
he like 16
he lot 16
longer lot 16
longer year 16
almost year 16
almost made 16
hi made 16
tax time 16
put tax 16
good put 16
good use 24
thank use 16
look take 16
look lord 16
iran lord 16
iran moment 16
attacked moment 16
though u 16
leader narcissistic 16
free leader 16
playing world 16
checker playing 32
chess playing 16
chess soldier 16
please start 32
nuclear start 16
nuclear war 24
break war 16
break never 16
never see 16
iran israel 16
friend israel 16
friend respect 16
mind respect 16
mind mr 16
happy voted 16
president voted 16
real white 16
ho white 16
delaying trump 16
delaying put 16
put tweet 16
morning tweet 16
danger game 16
danger react 16
dangerous policy 16
dangerous security 16
except fact 16
also impeached 16
also block 16
flinched hesitated 8
buggered flinched 8
day six 24
six three 24
hundred three 24
hundred sixty 24
find sixty 8
evidence find 8
evidence racism 8
defender racism 8
mention murphy 8
law murphy 8
law thing 8
go thing 8
go worse 16
go hiding 8
hiding please 8
first time 56
american overseas 48
air overseas 48
air base 48
bombed u 48
excitedly president 48
blabs excitedly 48
boomer ok 8
come soldier 8
come vertically 8
return vertically 8
coffin return 8
coffin troop 8
came spirit 8
came life 8
life universe 8
love universe 8
love never 8
became never 8
overseas send 8
die overseas 8
die innocent 8
iraq say 8
ig say 8
attack ig 8
remove time 8
people remove 8
border east 8
border security 8
important security 8
bring power 8
bring k 8
bring trump 8
east hell 8
break hell 8
break loose 8
bomb loose 8
bomb turn 8
place turn 8
peace promote 8
diplomacy peace 8
diplomacy leader 8
leader protects 8
american protects 8
bring life 8
source world 8
calamity world 8
calamity chinese 8
chinese communist 8
communist party 8
aware call 8
call many 8
government many 8
agency government 8
agency must 8
must press 8
hausa want 8
israel started 24
israel pm 24
advised pm 24
advised shred 24
nuclear shred 24
deal ira 24
question telling 8
dare question 8
answer dare 8
answer simple 8
arrogant mouth 8
amp mouth 8
amp ignorant 8
ignorant mind 8
foul mind 8
foul stench 8
nostril stench 8
almighty nostril 8
place well 8
keep playing 8
life playing 8
people stop 9
like person 8
fight person 8
blame fight 8
blame person 8
standing thank 16
country standing 8
country time 8
shame think 8
got scared 8
iran typical 8
nothing typical 8
nothing president 8
many old 8
seen tweet 8
foreshadowing seen 8
action foreshadowing 8
go ring 8
kill ring 8
kill rather 8
dragging rather 8
dragging innocent 8
feud people 8
business run 8
business know 8
know wounder 8
go wounder 8
fuck go 8
hell trump 8
bent hell 8
bent plunge 8
plunge whole 8
another round 8
round war 8
22 weak 8
lame weak 8
lame liberal 8
democrat liberal 8
condemned elimination 8
brutal elimination 8
brutal terrorist 16
life love 8
love really 8
innocent love 8
kill soldier 8
find food 8
food source 8
pay source 8
energy much 8
energy source 8
someone u 17
administration explain 16
explain president 16
president war 16
cost mean 16
look today 8
speech today 16
led speech 8
ali led 8
ali small 8
slap still 8
ha still 8
expensive use 8
expensive toy 8
bought toy 8
sure well 40
sending trump 8
always sending 8
always bragging 8
bragging good 8
good http 8
come take 8
impostor take 8
impostor rock 8
brought rock 8
brought hillary 8
hillary nigeria 8
nigeria president 8
hearing scare 8
scare tactic 8
glad sea 8
glad voice 8
silenced voice 8
hope well 8
agent double 8
agent russia 8
putin russia 8
dirty putin 8
dirty work 8
left work 8
kurd left 8
hill time 8
slap wait 8
hard wait 8
american leave 8
east right 8
peace right 8
established peace 8
established middle 8
another republican 8
republican resign 8
resign shame 8
corruption shame 8
corruption knock 8
feather knock 8
giving thank 8
giving u 8
information u 8
realize voted 8
realize scam 8
scam swamp 8
iranian worried 8
american worried 8
ignorance killed 8
dole russian 8
dole lev 8
gave lev 8
gave russian 8
hi money 8
question quick 8
question tho 8
telling tho 8
intercept telling 8
intercept single 8
missile single 8
missile new 8
good pray 8
angel pray 8
angel protect 8
president protect 8
family trump 8
attack failed 8
failed one 8
hitting one 8
apartment hitting 8
apartment building 8
building dozen 8
dozen k 8
horrifying well 16
good horrifying 16
deal place 16
blew place 16
look president 8
look possible 8
law possible 8
cortez law 8
cortez married 8
amp casualty 8
amp damage 8
damage taking 8
death place 8
amp death 8
amp far 8
boy oh 16
keep oh 8
keep point 8
point squirrel 8
moment squirrel 8
america understand 8
politic understand 8
game politic 8
hand world 16
decides hand 16
decides retaliate 16
iranian retaliate 16
iranian retaliation 16
fixed need 8
fixed november 8
none november 8
machine none 8
either machine 8
casualty one 8
casualty good 16
good support 8
poorly support 8
poorly worded 8
base drone 16
assassinated drone 16
assassinated iranian 16
diversion way 8
diversion take 8
attorney fact 8
attorney turn 8
like probably 16
80 like 16
80 lying 16
fake lying 16
credit give 16
credit mr 16
part president 16
follow word 8
missile word 8
guess launch 8
guess well 8
idiot one 8
idiot long 8
long maintain 8
diplomatic maintain 8
diplomatic relationship 8
country relationship 8
sleeping trump 8
cant sleeping 8
cant make 16
make statement 16
one thought 8
presidency thought 8
presidency run 8
iran mercy 8
iran terminated 8
one terminated 8
back declare 8
show wrong 8
laughing wrong 8
slap vengeance 8
vengeance yet 8
time yr 8
certified yr 8
certified last 8
he year 8
bashing he 8
bashing ever 8
chinese stronger 8
chinese economy 8
economy mean 8
mean stronger 8
russian stronger 8
economy russian 8
economy main 8
main reason 8
china reason 8
base use 8
use visit 8
due visit 8
due security 8
measure security 8
dictator king 8
dictator rule 8
rule standard 8
chinese melon 8
melon seed 8
peanut seed 8
peanut ready 8
ready want 8
declare want 8
armor put 8
armor god 8
deal government 8
give government 8
leave u 24
alone u 24
alone feel 8
4th like 8
4th grader 8
concept grader 8
concept even 8
even yesterday 8
ad yesterday 8
actually well 8
actually trump 8
literally trump 8
ensured literally 8
ensured iran 8
full going 8
abandoning full 8
abandoning uranium 8
announce potentially 8
announce world 8
platform social 8
platform see 8
get see 16
face wipe 8
earth face 8
earth way 8
stop way 8
caveman stop 8
hesitation kill 8
hesitation iran 8
iran root 8
cause root 8
cause destruction 8
destruction middle 8
east th 8
scale small 8
minded small 8
men minded 8
men rank 8
high rank 8
high previous 8
bragging keep 8
bragging nod 8
head nod 8
base break 8
break hollow 8
iran usa 8
die iran 8
die hard 8
fan hard 8
fan mr 8
mr support 24
sir support 8
correctly job 8
correctly eliminate 8
asshole eliminate 8
fight ur 8
ur war 16
land ur 8
land want 8
father mercy 8
abroad mother 8
abroad always 8
always praying 8
iranian order 8
iranian plane 8
crash know 8
capable know 8
completely unqualified 8
lead unqualified 8
country lead 8
happens megalomaniac 8
happens powerful 8
human powerful 8
human world 8
say world 24
60 mr 8
60 earthquake 8
earthquake power 8
power remember 8
news there 8
iran news 8
informed iraqi 8
iraqi leadership 8
ahead leadership 8
ahead time 8
attack time 8
attack turn 8
info turn 8
block twitter 8
account block 8
good mr 8
alleging lawsuit 8
alleging trump 8
sexually trump 8
assaulted sexually 8
assaulted former 8
apprentice former 8
apprentice contestant 8
contestant summer 8
bad incompetent 8
longer reside 8
ahead president 8
let president 8
ahead people 8
god support 8
bless family 8
kill trump 8
kill muslim 8
muslim need 8
need new 8
animal well 8
animal house 8
house joke 8
come joke 8
alive grave 8
circumstance grave 8
proper want 8
proper trial 8
documentation witness 8
documentation otherwise 8
otherwise republican 8
republican toast 8
find sir 8
comment find 8
comment congressman 8
congressman john 8
atrocious john 8
atrocious regret 8
regret voted 8
snow well 8
nice snow 8
christmas nice 8
christmas gift 8
gift two 8
stupid two 8
country stupid 8
bomb country 8
bomb next 8
new next 8
new yea 8
dog muzzle 8
iran shooting 32
15 shooting 32
15 missile 32
airport missile 32
airport threatening 32
soldier threatening 32
destroy soldier 32
http trump 32
expect world 8
much wow 8
dumber much 8
dumber trump 8
get trump 8
selling sol 8
highest sol 8
bidder highest 8
bidder think 8
called think 8
called mercenary 8
us yes 8
destroying us 8
destroying shit 8
hope restraint 8
man restraint 8
man respond 8
earliest iran 8
earliest opportunity 8
grew kid 8
kid time 8
time time 16
frame time 8
based frame 8
based feeling 8
feeling seen 8
going war 8
russian war 8
backing russian 8
backing understand 8
understand war 8
real thank 8
celebrate general 16
general great 16
great revenge 16
coming revenge 16
gop war 8
gop hated 8
right world 8
animal mr 8
animal many 8
many soldier 8
ignorant well 8
ignorant old 8
man old 8
caused stupidity 8
strength way 8
better way 8
better cash 8
cash day 8
bless day 8
past watching 8
day past 8
convinced day 8
convinced new 8
al new 8
10 launched 8
10 missile 8
missile u 8
base claiming 8
claiming well 8
hell well 8
hell matter 8
men monster 8
hate taking 8
casualty loved 8
loved one 8
first hard 8
paid shill 8
account shill 8
president pushover 8
like pushover 8
last like 8
guy last 8
guy leadership 8
army strongest 8
ahead release 8
release tax 8
see starting 8
consequence see 8
consequence ineptitude 8
human ineptitude 8
grasp life 8
begin war 16
responsible trump 8
responsible world 8
know let 16
bad know 16
bad chief 16
american problem 16
people problem 16
everywhere homeless 16
excellency hello 16
excellency willing 16
invest willing 16
invest team 16
initiating team 16
initiating international 16
iran running 16
running whole 16
bank whole 16
account b 16
look oh 24
another look 24
going person 24
claim going 24
claim know 24
got know 24
charged got 24
reason stupid 16
reason think 16
missile think 16
missed missile 16
may missed 16
may mighty 16
arsenal mighty 16
problem started 16
problem thousand 16
american thousand 16
american lose 16
life lose 16
expect people 16
arrest expect 16
arrest found 16
found guilty 16
act guilty 16
act treason 16
association treason 16
must war 16
must respond 16
respond unrelenting 16
force unrelenting 16
force plus 16
plus trump 16
lay maybe 32
lay speed 32
diet speed 32
coke diet 32
thanks war 24
blockade naval 16
blockade yes 16
boot yes 16
boot ground 16
embargo ground 16
embargo time 16
bring knee 16
casualty hide 16
blatant casualty 16
bigger costlier 16
advanced costlier 16
advanced paper 16
paper u 16
dwarf military 16
dwarf iran 16
first official 16
losing official 16
losing team 16
american casualty 16
someone well 16
kid someone 32
parent someone 16
19 good 16
19 year 16
freaking old 16
every freaking 16
every night 16
might night 16
let sixty 16
british let 16
british troop 48
stay troop 16
iraq uk 16
agree people 16
freedom want 24
regime terrorist 24
control regime 24
control everyday 24
everyday life 16
fine yes 24
fine iran 24
stop yeah 16
powerful yeah 16
people powerful 16
people thing 16
greed thing 16
hope resignation 16
criminal resignation 16
criminal incompetence 16
incompetence otherwise 16
bother otherwise 16
70 million 16
follower million 16
follower follows 16
47 follows 16
47 people 16
follow people 16
stripped trump 16
presidency stripped 16
charged presidency 16
charged murder 16
follow murder 16
follow protocol 16
trump write 16
stink write 16
like stink 16
like wrote 16
mike wrote 16
come let 16
come together 16
leader need 16
leader tweeter 16
tweet tweeter 16
end tweet 16
end trump 16
american really 16
completely dead 16
completely incompetent 16
family incompetent 16
president resign 16
resign worse 16
said someone 17
kiss said 16
even kiss 16
even wait 16
star wait 16
let star 16
hello man 16
de man 16
de sur 16
iran sur 16
finish iran 16
finish le 16
le simpson 16
dead tell 16
sir well 16
bad sir 16
bad human 16
madman start 16
dona mr 16
behalf dona 16
africa behalf 16
africa want 16
bring tell 16
bring fight 16
fight near 16
african near 16
drive sure 16
ally drive 16
ally area 16
area destroy 16
destroy house 16
need som 16
material som 16
material war 16
happened taken 16
absurd taken 16
absurd killing 16
missile using 16
left using 16
left rock 16
nigeria rock 16
need nigeria 16
person vex 16
nigeria tell 16
nigeria vex 16
endangering iran 16
endangering every 16
citizen every 16
advice take 16
advice american 16
american recommend 16
moving recommend 16
evil ignore 16
evil trash 16
left trash 16
left repeat 16
play toy 16
big play 16
big sandbox 16
sandbox taken 16
enough taken 16
lost make 16
issue lost 16
issue personal 16
intention personal 16
intention wand 16
another wand 16
another gulf 16
gulf war 16
america powerful 16
powerful superb 16
nuke superb 16
nuke weapon 16
military weapon 16
attack military 16
attack solution 16
one solution 16
approval rating 16
keep rating 16
going keep 16
going nancy 16
bluegrass nancy 16
bluegrass get 16
get vote 16
man start 16
shit start 16
come shit 16
anxious waiting 16
first waiting 16
first tweet 16
today tweet 16
president today 16
ballistic well 16
lie president 16
lie time 16
time trust 16
going trust 16
past way 16
morning past 16
morning quiet 16
quiet sudden 16
international know 16
also law 16
also known 16
known pu 16
install lord 16
calmness install 16
calmness heart 16
heart leader 16
resign time 16
late resign 16
general killed 32
isi trump 16
decide general 16
decide who 16
terrorist who 16
trump trying 17
blind trying 16
blind u 16
iran u 16
make u 16
forget u 16
brings hope 16
brings life 16
evil life 16
always evil 16
always come 16
back one 16
one sowed 16
bos man 16
ahead nuke 16
cant nuke 16
cant hurt 16
come spirit 16
come want 16
face want 16
overgrown started 16
ego overgrown 16
clearly honestly 16
consequence give 16
consequence feel 16
feel invincible 16
appreciate iranian 8
iranian woman 8
woman word 8
commander trust 8
amp commander 8
amp chief 8
chief first 8
amp republican 8
never republican 8
never utter 8
another utter 8
government world 8
government security 8
announcing really 8
announcing rocket 8
launch rocket 8
iran tweeter 8
hope war 32
unrelated war 8
people unrelated 8
die good 8
launch please 8
3rd launch 8
3rd world 16
soon war 8
possible soon 8
glad potus 8
great well 8
great opportunity 8
hit opportunity 8
hit reset 8
button reset 8
gambling trump 8
soldier trump 8
result soldier 8
found imminent 24
threat threatening 24
commit people 24
crime name 24
first send 8
child trump 16
trump wealthy 8
donor wealthy 8
donor trump 8
iran think 16
iran known 8
america known 8
america supper 8
power supper 8
nation power 8
boasting nation 8
boasting toy 8
toy weapon 8
crazy far 8
disaster good 8
school waiting 8
casualty happy 8
need turn 8
iraq turn 8
iraq pile 8
pile rubble 8
rubble tired 8
kid tired 8
glove kid 8
glove treatment 8
close gap 8
exit gap 8
trump worry 8
one there 25
id rather 25
making rather 25
hit may 25
iran may 25
done guy 8
done started 8
finish started 8
finish new 8
afraid country 8
afraid possible 8
attack possible 8
attack soil 8
make soil 8
clear make 8
handling shitstorm 57
child sent 8
child war 8
slept update 8
last well 8
knowing night 8
knowing trump 8
keeping president 8
get yet 8
get nerve 8
address nerve 8
address america 8
america terrifying 8
terrifying time 8
please starr 8
nuclear starr 8
freaking mind 8
mind well 8
rocket well 8
launched rocket 8
say uk 8
concerned uk 8
casualty concerned 8
also casualty 8
also video 8
coming video 8
assassination soleimani 8
military response 8
blinked iran 16
waiting world 24
update waiting 8
please update 8
please try 8
try update 8
information update 8
information soon 8
nation yes 8
nation wide 8
problem wide 8
national need 8
attention national 8
attention solution 8
address nation 8
nation today 8
talk today 8
little talk 8
hand little 8
hand tilt 8
head tilt 8
small think 8
small victorious 8
